corp_cls,corp_code,corp_name,stock_code,report_nm,rcept_no,flr_nm,rcept_dt,rm
KOSPI,01133217,카카오뱅크,323410,계열금융회사의약관에의한금융거래-[유가증권-채권],20240110000529,카카오뱅크,20240110,공
KOSDAQ,00346911,아이톡시,052770,[기재정정]주요사항보고서(유상증자결정),20240110000530,아이톡시,20240110,
KOSPI,00153861,태영건설,009410,주식등의대량보유상황보고서(약식),20240110000532,황순태,20240110,정
KOSPI,00113359,교보증권,030610,계열금융회사의약관에의한금융거래-[유가증권-수익증권],20240110000533,교보증권,20240110,공
KOSPI,00111722,미래에셋증권,006800,투자설명서(일괄신고),20240110000537,미래에셋증권,20240110,
KOSPI,00159102,DB손해보험,005830,계열금융회사의약관에의한금융거래-[유가증권-수익증권],20240110000538,DB손해보험,20240110,공
KOSPI,00113359,교보증권,030610,계열금융회사의약관에의한금융거래-[기타유가증권],20240110000539,교보증권,20240110,공
KOSPI,00131054,유진증권,001200,계열금융회사의약관에의한금융거래-[유가증권-채권],20240110000540,유진증권,20240110,공
KOSDAQ,00148531,제이스코홀딩스,023440,주식등의대량보유상황보고서(약식),20240110000541,상상인저축은행,20240110,
KOSPI,00126308,삼성E&A,028050,임원ㆍ주요주주특정증권등소유상황보고서,20240110000542,현건호,20240110,
KOSPI,00139214,삼성화재해상보험,000810,계열금융회사의약관에의한금융거래-[보험],20240110000544,삼성화재해상보험,20240110,공
KOSPI,00131054,유진증권,001200,계열금융회사의약관에의한금융거래-[CP],20240110000546,유진증권,20240110,공
KOSDAQ,00605328,씨앤지하이테크,264660,주식등의대량보유상황보고서(일반),20240110000547,홍사문,20240110,
KOSDAQ,01601222,씨피시스템,413630,[기재정정]주요사항보고서(회사합병결정),20240110000548,씨피시스템,20240110,정
KOSDAQ,01231786,엑스페릭스,317770,주식등의대량보유상황보고서(약식),20240110000549,슈프리마에이치큐,20240110,
KOSPI,00159102,DB손해보험,005830,계열금융회사의약관에의한금융거래-[유가증권-채권],20240110000550,DB손해보험,20240110,공
KOSPI,00113058,한화생명,088350,계열금융회사의약관에의한금융거래-[기타유가증권],20240110000551,한화생명,20240110,공
KOSPI,00131054,유진증권,001200,주식등의대량보유상황보고서(약식),20240110000552,세종텔레콤,20240110,
KOSPI,00131054,유진증권,001200,계열금융회사의약관에의한금융거래-[예ㆍ적금],20240110000554,유진증권,20240110,공
KOSDAQ,00356839,메디콕스,054180,주식등의대량보유상황보고서(약식),20240110000556,상상인저축은행,20240110,
KOSPI,00296290,키움증권,039490,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20240110000557,키움증권,20240110,
KOSPI,00113058,한화생명,088350,계열금융회사의약관에의한금융거래-[보험],20240110000558,한화생명,20240110,공
KOSPI,00113058,한화생명,088350,계열금융회사의약관에의한금융거래-[유가증권-수익증권],20240110000559,한화생명,20240110,공
KOSPI,00113058,한화생명,088350,계열금융회사의약관에의한금융거래-[예ㆍ적금],20240110000560,한화생명,20240110,공
KOSDAQ,00229021,인성정보,033230,주식등의대량보유상황보고서(약식),20240110000561,윤재승,20240110,
KOSPI,00296290,키움증권,039490,투자설명서(일괄신고),20240110000562,키움증권,20240110,
KOSDAQ,00605328,씨앤지하이테크,264660,임원ㆍ주요주주특정증권등소유상황보고서,20240110000563,이연범,20240110,
KOSPI,00113058,한화생명,088350,계열금융회사의약관에의한금융거래-[유가증권-채권],20240110000564,한화생명,20240110,공
KOSPI,00159102,DB손해보험,005830,계열금융회사의약관에의한금융거래-[보험],20240110000566,DB손해보험,20240110,공
KOSDAQ,00605328,씨앤지하이테크,264660,임원ㆍ주요주주특정증권등소유상황보고서,20240110000568,임택규,20240110,
KOSPI,00296290,키움증권,039490,계열금융회사의약관에의한금융거래-[기타유가증권],20240110000569,키움증권,20240110,공
KOSPI,00127158,씨아이테크,004920,주식등의대량보유상황보고서(일반),20240110000570,이학영,20240110,
KOSDAQ,01046391,싸이토젠,217330,[기재정정]주요사항보고서(전환사채권발행결정),20240110000572,싸이토젠,20240110,
KOSPI,00120182,NH투자증권,005940,투자설명서(일괄신고),20240110000573,NH투자증권,20240110,
KOSDAQ,00297448,플래스크,041590,주식등의대량보유상황보고서(약식),20240110000576,젬백스,20240110,
KOSPI,00296290,키움증권,039490,계열금융회사의약관에의한금융거래-[유가증권-수익증권],20240110000577,키움증권,20240110,공정
KOSPI,00113207,대한전선,001440,[기재정정]증권신고서(지분증권),20240110000578,대한전선,20240110,정
KOSPI,00120182,NH투자증권,005940,투자설명서(일괄신고),20240110000581,NH투자증권,20240110,
KOSPI,00296290,키움증권,039490,계열금융회사의약관에의한금융거래-[유가증권-채권],20240110000583,키움증권,20240110,공
KOSPI,00144164,SK가스,018670,임원ㆍ주요주주특정증권등소유상황보고서,20240110000586,김형목,20240110,
KOSDAQ,01046708,바디텍메드,206640,주요사항보고서(자기주식처분결정),20240110000590,바디텍메드,20240110,
KOSPI,00137997,현대차증권,001500,일괄신고추가서류(파생결합증권-주가연계증권),20240110000593,현대차증권,20240110,
KOSDAQ,01516890,E8,418620,증권신고서(지분증권),20240110000596,E8,20240110,정
KOSPI,01515323,LG에너지솔루션,373220,임원ㆍ주요주주특정증권등소유상황보고서,20240110000599,김남현,20240110,
KOSPI,00139214,삼성화재해상보험,000810,계열금융회사의약관에의한금융거래-[유가증권-채권],20240110000603,삼성화재해상보험,20240110,공
KOSPI,00111722,미래에셋증권,006800,투자설명서(일괄신고),20240110000604,미래에셋증권,20240110,
KOSDAQ,00346911,아이톡시,052770,[기재정정]소액공모공시서류(지분증권),20240110000605,아이톡시,20240110,
KOSDAQ,01326792,비투엔,307870,[기재정정]주요사항보고서(유상증자결정),20240110000610,비투엔,20240110,
KOSDAQ,00346911,아이톡시,052770,[기재정정]소액공모실적보고서,20240110000611,아이톡시,20240110,
KOSPI,00106119,금양,001570,주식등의대량보유상황보고서(일반),20240110000615,류광지,20240110,
KOSPI,00139214,삼성화재해상보험,000810,계열금융회사의약관에의한금융거래-[유가증권-수익증권],20240110000618,삼성화재해상보험,20240110,공
KOSPI,00635134,CJ제일제당,097950,증권신고서(채무증권),20240110000621,CJ제일제당,20240110,정
KOSPI,00305668,새론오토모티브,075180,임원ㆍ주요주주특정증권등소유상황보고서,20240110000622,김형인,20240110,
KOSDAQ,00605522,아리바이오홀딩스,290690,주식등의대량보유상황보고서(약식),20240110000623,김복덕,20240110,정
KOSPI,00113359,교보증권,030610,일괄신고추가서류(파생결합증권-주가연계증권),20240110000630,교보증권,20240110,
KOSDAQ,00605522,아리바이오홀딩스,290690,임원ㆍ주요주주특정증권등소유상황보고서,20240110000631,김복덕,20240110,
KOSPI,00164724,현대엘리베이터,017800,신탁계약해지결과보고서,20240110000632,현대엘리베이터,20240110,
KOSPI,00111722,미래에셋증권,006800,일괄신고추가서류(파생결합증권-주식워런트증권),20240110000635,미래에셋증권,20240110,
KOSPI,00113359,교보증권,030610,투자설명서(일괄신고),20240110000640,교보증권,20240110,
KOSPI,00111722,미래에셋증권,006800,일괄신고추가서류(파생결합증권-주가연계증권),20240110000641,미래에셋증권,20240110,
KOSPI,00115694,DB증권,016610,일괄신고추가서류(기타파생결합사채),20240110000642,DB증권,20240110,
KOSPI,00113359,교보증권,030610,일괄신고추가서류(파생결합사채-주가연계파생결합사채),20240110000644,교보증권,20240110,
KOSPI,00115694,DB증권,016610,투자설명서(일괄신고),20240110000646,DB증권,20240110,
KOSPI,00104856,삼성증권,016360,증권발행실적보고서,20240110000647,삼성증권,20240110,
KOSPI,00113359,교보증권,030610,투자설명서(일괄신고),20240110000649,교보증권,20240110,
KOSPI,00111722,미래에셋증권,006800,투자설명서(일괄신고),20240110000652,미래에셋증권,20240110,
KOSPI,00137997,현대차증권,001500,투자설명서(일괄신고),20240110000653,현대차증권,20240110,
KOSDAQ,00562245,태웅로직스,124560,신탁계약해지결과보고서,20240110000656,태웅로직스,20240110,
KOSDAQ,00356839,메디콕스,054180,주식등의대량보유상황보고서(약식),20240110000657,메리츠증권,20240110,
KOSDAQ,01157235,아스타,246720,[기재정정]주요사항보고서(유상증자결정),20240110000659,아스타,20240110,
KOSDAQ,01326792,비투엔,307870,소액공모실적보고서,20240110000666,비투엔,20240110,
KOSDAQ,00147772,정원엔시스,045510,[연장결정]주요사항보고서(자기주식취득신탁계약체결결정),20240110000669,정원엔시스,20240110,정
KOSDAQ,01013311,헥토이노베이션,214180,임원ㆍ주요주주특정증권등소유상황보고서,20240110000672,이현철,20240110,
KOSPI,01436558,신한서부티엔디리츠,404990,주주총회소집공고,20240110000679,신한서부티엔디리츠,20240110,정
KOSDAQ,01013311,헥토이노베이션,214180,주식등의대량보유상황보고서(일반),20240110000680,이경민,20240110,
KOSPI,00120182,NH투자증권,005940,일괄신고추가서류(파생결합증권-주가연계증권),20240110000682,NH투자증권,20240110,
KOSDAQ,01089378,디와이디,219550,투자설명서,20240110000683,디와이디,20240110,정
KOSPI,01436558,신한서부티엔디리츠,404990,의결권대리행사권유참고서류,20240110000686,신한서부티엔디리츠,20240110,정
KOSDAQ,00977650,엔케이젠바이오텍코리아,182400,임원ㆍ주요주주특정증권등소유상황보고서,20240110000688,박상우,20240110,
KOSDAQ,00340096,미래에셋벤처투자,100790,계열금융회사의약관에의한금융거래-[기타유가증권],20240110000689,미래에셋벤처투자,20240110,공
KOSPI,00111722,미래에셋증권,006800,일괄신고추가서류(파생결합증권-주식워런트증권),20240110000690,미래에셋증권,20240110,
KOSDAQ,01514005,크라우드웍스,355390,주식등의대량보유상황보고서(일반),20240110000693,박민우,20240110,
KOSPI,00111722,미래에셋증권,006800,일괄신고추가서류(파생결합증권-주가연계증권),20240110000694,미래에셋증권,20240110,
KOSPI,00111722,미래에셋증권,006800,투자설명서(일괄신고),20240110000695,미래에셋증권,20240110,
KOSPI,00145880,현대제철,004020,증권신고서(채무증권),20240110000696,현대제철,20240110,정
KOSDAQ,00242378,이지홀딩스,035810,주식등의대량보유상황보고서(일반),20240110000697,지현욱,20240110,
KOSPI,00120182,NH투자증권,005940,투자설명서(일괄신고),20240110000699,NH투자증권,20240110,
KOSPI,00526599,덴티움,145720,임원ㆍ주요주주특정증권등소유상황보고서,20240110000704,국민연금공단,20240110,
KOSDAQ,00346911,아이톡시,052770,[기재정정]주식매수선택권부여에관한신고,20240110000706,아이톡시,20240110,
KOSPI,00110893,대신증권,003540,일괄신고추가서류(파생결합증권-주가연계증권),20240110000707,대신증권,20240110,
KOSDAQ,00808068,앤로보틱스,138360,[기재정정]주요사항보고서(유상증자결정),20240110000708,앤로보틱스,20240110,정
KOSPI,00103130,MDS스피어,009810,주요사항보고서(전환사채권발행결정),20240110000709,MDS스피어,20240110,
KOSDAQ,01274329,성일하이텍,365340,임원ㆍ주요주주특정증권등소유상황보고서,20240110000710,장선우,20240110,
KOSDAQ,00200910,아이즈비전,031310,[기재정정]주주총회소집공고,20240110000713,아이즈비전,20240110,
